Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000170037	17	7776198	7793620
ENSG00000185186	21	43706402	43722531
ENSG00000165168	X	37524239	37557658
ENSG00000117676	1	26728836	26774108
ENSG00000125798	20	22509823	22514102
ENSG00000069020	5	65927932	66501179
ENSG00000188660	21	43694332	43698210
ENSG00000103184	16	4948319	5009157
ENSG00000163697	4	40510996	40911245
ENSG00000205619	5	65527873	65903557
ENSG00000128342	22	28966441	28972748
ENSG00000143994	2	27200161	27207182
ENSG00000047597	X	37430052	37476321
ENSG00000175348	11	8925416	8942565
ENSG00000198718	14	44501166	44613384
ENSG00000204684	20	22328989	22349281
ENSG00000118898	16	4872509	4927137
ENSG00000170043	17	7774392	7775988
ENSG00000112763	6	26566168	26577844
ENSG00000106066	7	29001772	29201417
ENSG00000125730	19	6628846	6671662
ENSG00000218486	c6_QBL	33439510	33440007
ENSG00000205786	7	28628853	28643307
ENSG00000171766	15	43440616	43458272
ENSG00000091157	18	52469614	52848040
ENSG00000179454	14	44463298	44500929
ENSG00000176635	22	28806163	28903064
ENSG00000204977	13	49469144	49490604
ENSG00000147036	X	37315741	37421668
ENSG00000176009	11	8915695	8921156
ENSG00000125813	20	21634297	21644620
ENSG00000179299	4	40446671	40506755
ENSG00000219186	X	37236164	37236866
ENSG00000142178	21	43658830	43671436
ENSG00000150086	12	13605411	14024319
ENSG00000157110	8	30361486	30549276
ENSG00000170049	17	7766752	7773478
ENSG00000122756	9	34541432	34579722
ENSG00000179921	2	218835693	218836684
ENSG00000137860	15	43331726	43355425
ENSG00000179476	14	44436257	44446210
ENSG00000189139	14	44043295	44046232
ENSG00000176029	11	8898200	8911129
ENSG00000180861	12	13415290	13420631
ENSG00000179859	17	7758929	7759979
ENSG00000168913	9	34511042	34513037
ENSG00000138028	2	27175261	27195487
ENSG00000125735	19	6615568	6621599
ENSG00000123178	13	49384843	49408477
ENSG00000153914	5	65475841	65512468
ENSG00000125820	20	21439669	21442664
ENSG00000091164	18	52421053	52456874
ENSG00000163694	4	40120029	40326640
ENSG00000104671	8	30133355	30160601
ENSG00000060971	3	38139211	38153619
ENSG00000118900	16	4837913	4872358
ENSG00000206129	18	51821842	52009491
ENSG00000198830	1	26671533	26675021
ENSG00000125816	20	21324005	21326047
ENSG00000125726	19	6536867	6542163
ENSG00000177669	8	30109001	30109990
ENSG00000130962	X	37093467	37201466
ENSG00000160202	21	43462210	43465982
ENSG00000165379	14	41146523	41443498
ENSG00000198173	X	36936391	36939660
ENSG00000134531	12	13187140	13260974
ENSG00000111801	6	26548742	26561629
ENSG00000205082	X	36156656	36179468
ENSG00000205081	X	36238869	36313099
ENSG00000138606	15	43246703	43280665
ENSG00000205900	14	38909477	38909656
ENSG00000165355	14	38936718	38971371
ENSG00000174343	4	40032226	40051730
ENSG00000102753	13	49171463	49265058
ENSG00000168421	4	39874922	39922676
ENSG00000138030	2	27163115	27177123
ENSG00000104660	8	30072487	30085122
ENSG00000124549	6	26529618	26540321
ENSG00000125657	19	6482037	6486933
ENSG00000140632	16	4793208	4837294
ENSG00000146592	7	28305465	28832036
ENSG00000166452	11	8889277	8898202
ENSG00000100330	22	28609158	28756855
ENSG00000111305	12	13128309	13147886
ENSG00000122735	9	34448811	34510981
ENSG00000176034	X	35967054	36073108
ENSG00000123179	13	49132860	49163612
ENSG00000205498	17	7711861	7717756
ENSG00000170004	17	7728849	7756803
ENSG00000104833	19	6445331	6453330
ENSG00000182224	17	7702038	7721124
ENSG00000152213	13	49100436	49106009
ENSG00000153814	7	27836726	28186962
ENSG00000160201	21	43386136	43400757
ENSG00000138080	2	27155034	27162767
ENSG00000026950	6	26510460	26523421
ENSG00000133872	8	30040184	30060191
ENSG00000088930	20	21231922	21318463
ENSG00000008226	3	38055700	38139233
ENSG00000117682	1	26631360	26670380
ENSG00000165164	X	35847779	35918187
ENSG00000078177	4	39734919	39836267
ENSG00000189023	X	35726380	35731773
ENSG00000205794	4	39720932	39735214
ENSG00000196628	18	51040560	51454183
ENSG00000084444	12	13088582	13127648
ENSG00000183011	17	7700730	7701897
ENSG00000183935	12	13044079	13046444
ENSG00000067836	16	4786971	4792675
ENSG00000164970	9	34388182	34448568
ENSG00000167874	17	7699101	7700142
ENSG00000189132	X	34870852	34872955
ENSG00000136144	13	49004083	49057720
ENSG00000165995	10	18469612	18870797
ENSG00000124508	6	26491333	26503077
ENSG00000100325	22	28514603	28564265
ENSG00000205744	19	6418219	6432798
ENSG00000131914	1	26609856	26628806
ENSG00000147027	X	34555104	34585326
ENSG00000166510	18	50719792	50777635
ENSG00000166444	11	8671478	8817478
ENSG00000013583	12	13019070	13044488
ENSG00000084693	2	27127995	27146985
ENSG00000184076	22	28493358	28496402
ENSG00000112851	5	65258158	65412606
ENSG00000120875	8	29249539	29264104
ENSG00000185448	X	34057794	34060349
ENSG00000132510	17	7683947	7698831
ENSG00000204746	20	20387343	20394222
ENSG00000140623	16	4767616	4778523
ENSG00000187091	3	38023993	38046158
ENSG00000111291	12	12984279	12994585
ENSG00000088970	20	21054646	21175256
ENSG00000137857	15	43209484	43245066
ENSG00000176083	1	26560712	26571853
ENSG00000013588	12	12934983	12957833
ENSG00000130545	19	6415260	6418225
ENSG00000041353	18	50646706	50708124
ENSG00000215904	1	26543492	26553174
ENSG00000178690	18	50409388	50417722
ENSG00000136147	13	48967817	49001118
ENSG00000186470	6	26473377	26486527
ENSG00000166441	11	8660571	8667978
ENSG00000103199	16	4740816	4757167
ENSG00000148482	10	18280827	18372222
ENSG00000164972	9	34369017	34387849
ENSG00000106052	7	27746239	27835911
ENSG00000160200	21	43346370	43369541
ENSG00000158406	6	26389262	26393741
ENSG00000164976	9	34358907	34366894
ENSG00000100319	22	28456948	28544090
ENSG00000123213	5	65053834	65155143
ENSG00000140254	15	43196980	43209349
ENSG00000166845	18	50139169	50162377
ENSG00000176092	1	26520937	26542929
ENSG00000121892	4	39500879	39655971
ENSG00000166246	16	4724290	4739396
ENSG00000168242	6	26381123	26381601
ENSG00000215215	4	39485723	39504277
ENSG00000100314	22	28446344	28457818
ENSG00000150527	14	38804227	38925907
ENSG00000180610	4	39448108	39449395
ENSG00000178458	6	26379181	26379591
ENSG00000197860	5	64997520	65053697
ENSG00000169442	1	26516998	26519600
ENSG00000166436	11	8590160	8649989
ENSG00000119777	2	27109349	27118065
ENSG00000174448	18	50104962	50134941
ENSG00000136169	13	48916511	48964298
ENSG00000136059	3	38004554	38023683
ENSG00000112727	6	26358402	26358812
ENSG00000197459	6	26359858	26360282
ENSG00000215462	13	48905496	48918555
ENSG00000140274	15	43193816	43197591
ENSG00000124578	6	26354888	26355184
ENSG00000168096	16	4686514	4724164
ENSG00000125648	19	6387093	6410781
ENSG00000198327	6	26348540	26348955
ENSG00000150526	14	38772871	38792592
ENSG00000181240	19	6377050	6384790
ENSG00000078140	4	39376205	39457977
ENSG00000160199	21	43267712	43326757
ENSG00000124575	6	26342475	26343140
ENSG00000106049	7	27531588	27669127
ENSG00000164978	9	34319504	34333709
ENSG00000197892	8	28980715	29176529
ENSG00000168101	16	4683717	4685857
ENSG00000188559	20	20321411	20641271
ENSG00000101751	18	50049847	50078600
ENSG00000120586	10	18138358	18240097
ENSG00000106038	7	27248689	27252717
ENSG00000084764	2	27047029	27103590
ENSG00000205500	2	26941701	27090984
ENSG00000184040	10	18081224	18129861
ENSG00000163683	4	39228943	39316876
ENSG00000144677	3	37878673	38000964
ENSG00000213782	12	12857547	12874176
ENSG00000100941	14	38714138	38722173
ENSG00000130413	11	8369994	8572351
ENSG00000173404	20	20296765	20299590
ENSG00000113597	5	64956628	64997648
ENSG00000196966	6	26333362	26333823
ENSG00000178878	12	12770130	12835664
ENSG00000106031	7	27203024	27206250
ENSG00000005073	7	27187301	27191360
ENSG00000160194	21	43186447	43202841
ENSG00000140279	15	43172140	43193829
ENSG00000182400	14	38686770	38709385
ENSG00000187990	6	26324470	26324850
ENSG00000102858	16	4614854	4680972
ENSG00000168274	6	26325144	26325690
ENSG00000109814	4	39176771	39205606
ENSG00000102547	13	48780790	48916263
ENSG00000158062	1	26481360	26517441
ENSG00000186638	9	34242379	34319198
ENSG00000088247	19	6364121	6375822
ENSG00000134046	18	49934573	50005156
ENSG00000153443	16	4598887	4604928
ENSG00000166407	11	8202433	8241982
ENSG00000144668	3	37468817	37836285
ENSG00000153807	7	27176736	27186405
ENSG00000147421	8	28803830	28966706
ENSG00000183150	12	12705092	12728722
ENSG00000157851	2	26924467	27024572
ENSG00000183914	17	7562746	7677783
ENSG00000205832	16	4546492	4565480
ENSG00000214347	19	6347380	6363349
ENSG00000111276	12	12761576	12766569
ENSG00000142669	1	26478833	26480599
ENSG00000113595	5	64921268	64955943
ENSG00000140263	15	43102696	43154330
ENSG00000160193	21	43136275	43172747
ENSG00000183748	10	17891368	17993184
ENSG00000089486	16	4500677	4528817
ENSG00000102543	13	48720099	48765619
ENSG00000198590	3	37415657	37451991
ENSG00000167014	15	43036192	43058711
ENSG00000111269	12	12656098	12689308
ENSG00000198518	6	26312817	26314243
ENSG00000187323	18	48121156	49311780
ENSG00000108947	17	7549245	7555414
ENSG00000102539	13	48692475	48694514
ENSG00000113593	5	64894873	64919124
ENSG00000148483	10	17834257	17882873
ENSG00000092208	14	38653239	38675926
ENSG00000104299	8	28681099	28803398
ENSG00000197846	6	26307727	26308921
ENSG00000176624	18	46954918	46977688
ENSG00000078399	7	27168583	27175794
ENSG00000166405	11	8087072	8147148
ENSG00000115163	2	26862386	26870961
ENSG00000121897	4	39137060	39155664
ENSG00000130695	1	26433280	26477884
ENSG00000125651	19	6330580	6344291
ENSG00000165006	9	34169011	34242520
ENSG00000188987	6	26296972	26297283
ENSG00000197409	6	26305047	26307500
ENSG00000123219	5	64849349	64894754
ENSG00000100934	14	38570874	38642188
ENSG00000217943	19	6329247	6329687
ENSG00000176435	14	37793059	37795325
ENSG00000089101	20	19981196	20289346
ENSG00000136738	10	17726130	17797913
ENSG00000141499	17	7532364	7547545
ENSG00000185880	15	42815852	42863028
ENSG00000012232	8	28615050	28667116
ENSG00000188782	1	26389706	26401620
ENSG00000213699	2	26840646	26857603
ENSG00000111266	12	12520098	12606584
ENSG00000198876	9	34076386	34124183
ENSG00000103415	16	4466381	4500349
ENSG00000125650	19	6326305	6326860
ENSG00000122592	7	27159860	27164080
ENSG00000165714	12	12401322	12511105
ENSG00000197697	6	26291937	26292433
ENSG00000141646	18	46810611	46865413
ENSG00000144674	3	37259742	37383240
ENSG00000125652	19	6323444	6326040
ENSG00000104290	8	28407692	28477878
ENSG00000106006	7	27151641	27153893
ENSG00000171303	2	26769123	26806207
ENSG00000165996	10	17671971	17699379
ENSG00000205791	12	12399834	12401268
ENSG00000153406	16	4451697	4464897
ENSG00000204832	10	17481107	17492636
ENSG00000166402	11	8016756	8084228
ENSG00000139874	14	37746955	37752019
ENSG00000141642	18	46748385	46768488
ENSG00000157884	2	26657577	26717715
ENSG00000186575	22	28329563	28424583
ENSG00000111261	12	12373485	12394436
ENSG00000125656	19	6312463	6319915
ENSG00000215023	5	64465552	64489786
ENSG00000214050	8	28341848	28403754
ENSG00000106004	7	27147521	27149812
ENSG00000101343	20	19963012	19984690
ENSG00000049192	5	64480322	64813460
ENSG00000158373	6	26266328	26279553
ENSG00000173557	2	26638957	26655904
ENSG00000198947	X	31042729	33267479
ENSG00000142675	1	26376590	26388957
ENSG00000167769	19	6257627	6284640
ENSG00000139865	14	37326153	37381304
ENSG00000093167	3	37069503	37191086
ENSG00000184117	22	28280800	28307244
ENSG00000082212	18	46659433	46728256
ENSG00000119916	1	46608845	46609214
ENSG00000176320	2	220258486	220258976
ENSG00000197576	7	27134777	27136877
ENSG00000102531	13	48448049	48681915
ENSG00000148488	10	17400700	17536260
ENSG00000132446	X	30999279	31000091
ENSG00000175390	11	7965460	7976283
ENSG00000168298	6	26264566	26265303
ENSG00000153015	5	64100511	64350346
ENSG00000129514	14	37128947	37134240
ENSG00000164519	7	27121492	27129028
ENSG00000166710	15	42790977	42813611
ENSG00000103423	16	4415883	4446774
ENSG00000070018	12	12160230	12311078
ENSG00000182261	11	7937547	7941780
ENSG00000142684	1	26369017	26371138
ENSG00000134042	18	46578572	46605752
ENSG00000130382	19	6161393	6230959
ENSG00000186918	8	28259023	28299896
ENSG00000152207	13	48178952	48181499
ENSG00000168140	16	4361850	4373530
ENSG00000173418	20	19945937	19962269
ENSG00000170683	11	7916699	7917643
ENSG00000175393	11	7905841	7906785
ENSG00000137073	9	33911691	34038947
ENSG00000197245	1	26358098	26361705
ENSG00000141639	18	46340482	46512194
ENSG00000151338	14	36736907	37090214
ENSG00000180573	6	26232352	26292434
ENSG00000168081	8	28230568	28256785
ENSG00000175087	1	26310913	26324608
ENSG00000170688	11	7827174	7827758
ENSG00000136161	13	47961104	48005317
ENSG00000105997	7	27112334	27158458
ENSG00000157625	X	30755480	30903122
ENSG00000182334	11	7803160	7804095
ENSG00000153006	5	64049736	64100252
ENSG00000132669	20	19815314	19931100
ENSG00000145642	5	64022207	64049673
ENSG00000183032	14	36218830	36711306
ENSG00000180596	6	26223108	26232133
ENSG00000107341	9	33807182	33910401
ENSG00000100296	22	28234157	28279736
ENSG00000183303	11	7774097	7775065
ENSG00000187475	6	26215626	26216343
ENSG00000104133	15	42642187	42743168
ENSG00000166408	11	7751013	7751771
ENSG00000154839	18	46155390	46174532
ENSG00000179447	20	19170946	19213240
ENSG00000105996	7	27106499	27108919
ENSG00000121380	12	12115145	12255214
ENSG00000176716	11	7706208	7707511
ENSG00000186479	5	63838208	63943875
ENSG00000100285	22	28206219	28217275
ENSG00000130377	19	6086710	6144112
ENSG00000139679	13	47883276	47916841
ENSG00000103426	16	4344546	4406572
ENSG00000158022	1	26250385	26266708
ENSG00000183378	11	7669020	7684517
ENSG00000134014	8	27999759	28104584
ENSG00000164197	5	63497427	63701397
ENSG00000198807	14	36196533	36216758
ENSG00000185052	20	19141487	19651540
ENSG00000189233	8	27935607	27997307
ENSG00000217930	16	4330254	4341301
ENSG00000212929	14	36186046	36188628
ENSG00000128250	22	28164572	28168444
ENSG00000104131	15	42616558	42642293
ENSG00000158014	1	26237101	26245191
ENSG00000115155	2	26533575	26635070
ENSG00000105991	7	27099141	27102150
ENSG00000132631	20	18742370	18743033
ENSG00000139083	12	11694055	11939588
ENSG00000154832	18	46062713	46068690
ENSG00000178394	5	63292034	63293302
ENSG00000179523	15	42613998	42616413
ENSG00000136327	14	36118968	36121537
ENSG00000149443	20	18738383	18758808
ENSG00000197061	6	26212083	26212497
ENSG00000026025	10	17311250	17319591
ENSG00000126603	16	4304763	4329596
ENSG00000166394	11	7642902	7651397
ENSG00000087903	19	5944175	6061554
ENSG00000010438	9	33740515	33789228
ENSG00000076242	3	37009983	37067341
ENSG00000215206	9	33639098	33652705
ENSG00000217416	5	62106958	62108926
ENSG00000198679	5	61865238	61865375
ENSG00000158008	1	26220858	26235537
ENSG00000157856	2	26478288	26533082
ENSG00000168079	8	27783672	27906117
ENSG00000125821	20	18516556	18692561
ENSG00000183938	9	33619138	33619587
ENSG00000178161	9	33628035	33628519
ENSG00000005020	7	26673215	26870866
ENSG00000158006	1	26158845	26197235
ENSG00000168016	3	36843315	36877415
ENSG00000205274	9	33607801	33608504
ENSG00000163673	3	36728925	36755154
ENSG00000159712	9	33514392	33562999
ENSG00000137770	15	42506871	42606722
ENSG00000222004	7	26644015	26653414
ENSG00000090447	16	4247189	4263002
ENSG00000160191	21	42946931	43068688
ENSG00000122548	7	26541957	26544762
ENSG00000214791	15	42386620	42387253
ENSG00000168078	8	27723061	27751268
ENSG00000100280	22	28053669	28114569
ENSG00000188831	14	35910121	35911325
ENSG00000185739	16	4179378	4232077
ENSG00000166387	11	7491627	7631558
ENSG00000136352	14	36055357	36059167
ENSG00000138018	2	26422458	26472263
ENSG00000100276	22	28038922	28041748
ENSG00000144681	3	36397101	36564500
ENSG00000086200	5	61744351	61960165
ENSG00000139687	13	47775884	47954027
ENSG00000183801	11	7463289	7489178
ENSG00000141510	17	7512445	7531642
ENSG00000198814	X	30581397	30658645
ENSG00000086300	7	26298040	26380474
ENSG00000151332	14	35837522	35859596
ENSG00000171320	8	27687977	27721664
ENSG00000117632	1	26099196	26105955
ENSG00000182749	1	26060289	26070331
ENSG00000031823	19	5867154	5929151
ENSG00000178556	X	30545410	30546201
ENSG00000173567	2	26384545	26423189
ENSG00000166734	15	42368221	42495247
ENSG00000162104	16	3952658	4106187
ENSG00000120280	X	30486862	30505835
ENSG00000121335	12	11351284	11439768
ENSG00000170743	11	7229757	7446844
ENSG00000086189	5	61720108	61735485
ENSG00000129244	17	7494979	7501812
ENSG00000127423	1	26033084	26058435
ENSG00000100916	14	35365348	35410919
ENSG00000160190	21	42792811	42874619
ENSG00000170748	11	7066911	7068706
ENSG00000165271	9	33451354	33463941
ENSG00000169297	X	30232507	30237413
ENSG00000107614	10	17224988	17283687
ENSG00000185340	22	28032997	28038774
ENSG00000129214	17	7472099	7477420
ENSG00000136156	13	47705309	47734226
ENSG00000105519	19	5862386	5866887
ENSG00000160188	21	42765668	42789533
ENSG00000187650	19	5855885	5861864
ENSG00000101310	20	18436188	18490059
ENSG00000197870	12	11311393	11313908
ENSG00000212655	12	11139270	11139458
ENSG00000141644	18	46049215	46062142
ENSG00000186136	12	11229866	11230810
ENSG00000171877	15	41950257	42274700
ENSG00000068796	5	61637746	61718998
ENSG00000158077	11	6998276	7049333
ENSG00000172995	3	35658853	35810992
ENSG00000122565	7	26207624	26219501
ENSG00000147419	8	27646756	27686089
ENSG00000214107	X	30171769	30180076
ENSG00000138029	2	26321120	26366836
ENSG00000182047	12	11078354	11078542
ENSG00000174886	19	5842287	5854797
ENSG00000141504	17	7470277	7471912
ENSG00000178722	5	61018466	61038108
ENSG00000117640	1	26019028	26032016
ENSG00000213496	19	5845686	5855025
ENSG00000212124	12	11065538	11066437
ENSG00000136146	13	47548093	47567268
ENSG00000149050	11	6977125	6998162
ENSG00000165272	9	33431161	33437590
ENSG00000172361	18	46007564	46046863
ENSG00000120289	X	30170090	30172214
ENSG00000130449	5	60852928	60877754
ENSG00000089050	20	18415190	18425887
ENSG00000136159	13	47509704	47519283
ENSG00000198798	X	30158474	30165528
ENSG00000212125	12	11040812	11041741
ENSG00000130383	19	5817182	5854798
ENSG00000092470	15	41906470	41946508
ENSG00000162430	1	25999254	26017300
ENSG00000129245	17	7435272	7458885
ENSG00000183055	5	60706670	60707445
ENSG00000149054	11	6904230	6962045
ENSG00000165269	9	33374765	33392517
ENSG00000010704	6	26195488	26204804
ENSG00000132664	20	18396033	18413282
ENSG00000140259	15	41884025	41904243
ENSG00000187837	6	26163994	26164635
ENSG00000099399	X	30143601	30148125
ENSG00000084754	2	26267009	26321098
ENSG00000212126	12	11029827	11030726
ENSG00000160185	21	42697088	42740843
ENSG00000005339	16	3715056	3870122
ENSG00000168077	8	27547304	27590211
ENSG00000178358	11	6898809	6899801
ENSG00000170248	3	33814561	33886198
ENSG00000188725	5	60489297	60494059
ENSG00000107611	10	16905971	17211822
ENSG00000117643	1	25816546	25983845
ENSG00000164182	5	60276791	60484609
